date,Inshore Pacific,Offshore Pacific,Inshore Atlantic,Offshore Atlantic
2015-06-29 12:00:00,8.9419,4.1537,NaN,0.1815
2015-06-29 13:00:00,11.3377,5.621,NaN,0.0484
2015-06-29 14:00:00,11.0352,5.8181,NaN,0.0847
2015-06-29 15:00:00,11.616,5.1465,NaN,0.0242
2015-06-29 16:00:00,10.5633,6.6211,NaN,0.8591
2015-06-29 17:00:00,8.3611,3.9201,NaN,-0.2299
2015-06-29 18:00:00,12.1363,8.0811,NaN,1.1132
2015-06-29 19:00:00,NaN,3.4091,NaN,0.3146
2015-06-29 20:00:00,12.3783,3.2558,NaN,0.0484
2015-06-29 21:00:00,10.4423,3.9055,NaN,0.121
2015-06-29 22:00:00,11.2651,4.7377,NaN,0.1815
2015-06-29 23:00:00,11.3135,3.4164,NaN,0.2057
2015-06-30 00:00:00,9.5106,3.8909,NaN,0.1331
2015-06-30 01:00:00,12.4267,6.5189,NaN,0.1573
2015-06-30 02:00:00,11.8822,5.9568,NaN,0.1331
2015-06-30 03:00:00,7.7561,4.4384,NaN,0.1573
2015-06-30 04:00:00,7.1874,3.8033,NaN,0.1573
2015-06-30 05:00:00,6.1589,5.4823,NaN,0.1573
2015-06-30 06:00:00,13.3463,3.8106,NaN,0.121
2015-06-30 07:00:00,5.3966,3.4675,NaN,0.1331
2015-06-30 08:00:00,4.961,2.6426,NaN,0.1694
2015-06-30 09:00:00,4.1987,4.234,NaN,0.121
2015-06-30 10:00:00,4.9973,4.1537,NaN,0.1573
2015-06-30 11:00:00,6.0984,5.7086,NaN,0.1694
2015-06-30 12:00:00,5.1546,3.2047,NaN,0.1573
2015-06-30 13:00:00,4.1987,4.3581,NaN,0.1089
2015-06-30 14:00:00,3.7268,4.3581,NaN,0.0847
2015-06-30 15:00:00,4.3923,3.8836,NaN,0.0121
2015-06-30 16:00:00,9.6558,4.5917,NaN,0.8591
2015-06-30 17:00:00,9.8252,5.5042,NaN,0.2178
2015-06-30 18:00:00,9.922,4.4603,NaN,-0.1089
2015-06-30 19:00:00,8.2885,9.7601,NaN,0.7623
2015-06-30 20:00:00,3.8962,4.4895,NaN,0.3509
2015-06-30 21:00:00,2.8193,5.7962,NaN,-0.0363
2015-06-30 22:00:00,3.1581,4.7158,NaN,0.1694
2015-06-30 23:00:00,3.7026,4.4676,NaN,0.1331
2015-07-01 00:00:00,2.8798,4.0515,NaN,0.0968
2015-07-01 01:00:00,4.0777,5.2779,NaN,0.1573
2015-07-01 02:00:00,4.1745,6.2123,NaN,0.1573
2015-07-01 03:00:00,3.2307,5.8546,NaN,0.1694
2015-07-01 04:00:00,3.6784,7.0956,NaN,0.1452
2015-07-01 05:00:00,3.4606,7.3511,NaN,0.1452
2015-07-01 06:00:00,2.783,9.7455,NaN,0.121
2015-07-01 07:00:00,5.2272,8.8841,NaN,0.1452
2015-07-01 08:00:00,5.0336,9.5995,NaN,0.1452
2015-07-01 09:00:00,4.9368,9.0374,NaN,0.0968
2015-07-01 10:00:00,5.3845,9.7455,NaN,0.1815
2015-07-01 11:00:00,5.5539,8.8184,NaN,0.121
2015-07-01 12:00:00,5.2151,7.7964,NaN,0.1694
2015-07-01 13:00:00,5.8564,7.8256,NaN,0.0968
2015-07-01 14:00:00,3.0976,10.2054,NaN,0.1573
2015-07-01 15:00:00,6.897,9.1688,NaN,0.121
2015-07-01 16:00:00,6.1468,13.8773,NaN,0.1573
2015-07-01 17:00:00,4.5254,9.8331,NaN,0.1694
2015-07-01 18:00:00,4.5859,10.6288,NaN,-0.0121
2015-07-01 19:00:00,2.6499,6.9642,NaN,0.2178
2015-07-01 20:00:00,2.2143,9.2929,NaN,-0.0242
2015-07-01 21:00:00,2.1054,12.0742,NaN,0.2662
2015-07-01 22:00:00,2.42,17.885,NaN,0.1815
2015-07-01 23:00:00,3.3759,18.0529,NaN,0.2178
2015-07-02 00:00:00,3.3638,8.5775,NaN,0.1815
2015-07-02 01:00:00,7.9981,11.7238,NaN,0.1694
2015-07-02 02:00:00,6.3041,13.9941,NaN,0.1573
2015-07-02 03:00:00,7.2721,11.8406,NaN,0.1936
2015-07-02 04:00:00,6.7881,12.2713,NaN,0.1573
2015-07-02 05:00:00,6.7155,11.4537,NaN,0.1815
2015-07-02 06:00:00,9.438,14.2277,NaN,0.1573
2015-07-02 07:00:00,8.1675,14.3664,NaN,0.1815
2015-07-02 08:00:00,9.3775,25.1339,NaN,0.1694
2015-07-02 09:00:00,8.7362,28.7255,NaN,0.1573
2015-07-02 10:00:00,NaN,10.8478,NaN,0.2178
2015-07-02 11:00:00,6.1468,11.607,NaN,0.2178
2015-07-02 12:00:00,6.7639,13.943,NaN,0.1936
2015-07-02 13:00:00,8.4337,16.9579,NaN,0.2057
2015-07-02 14:00:00,7.7803,27.2801,NaN,0.1694
2015-07-02 15:00:00,8.4095,25.6376,NaN,-0.2783
2015-07-02 16:00:00,6.7397,26.6523,NaN,0.1694
2015-07-02 17:00:00,7.9376,26.864,NaN,0.2299
2015-07-02 18:00:00,8.6152,22.557,NaN,0.1936
2015-07-02 19:00:00,9.4259,16.7462,NaN,0.2299
2015-07-02 20:00:00,8.6999,11.9866,NaN,0.2662
2015-07-02 21:00:00,8.9056,10.1032,NaN,0.2904
2015-07-02 22:00:00,7.3205,5.7159,NaN,0.2904
2015-07-02 23:00:00,7.26,16.717,NaN,0.3025
2015-07-03 00:00:00,7.1874,23.4257,NaN,0.2904
2015-07-03 01:00:00,7.4536,29.8132,NaN,0.2541
2015-07-03 02:00:00,8.1675,22.9804,NaN,0.2541
2015-07-03 03:00:00,7.5141,19.2063,NaN,0.2783
2015-07-03 04:00:00,6.7397,18.5785,NaN,0.242
2015-07-03 05:00:00,7.0543,15.0672,NaN,0.2299
2015-07-03 06:00:00,6.5461,14.6073,NaN,0.2541
2015-07-03 07:00:00,6.1952,12.6874,NaN,0.242
2015-07-03 08:00:00,5.7475,11.5559,NaN,0.2299
2015-07-03 09:00:00,5.0094,11.1544,NaN,0.2057
2015-07-03 10:00:00,5.4208,9.3513,NaN,0.2541
2015-07-03 11:00:00,5.1425,12.2348,NaN,0.2783
2015-07-03 12:00:00,6.3888,12.9575,NaN,0.3025
2015-07-03 13:00:00,5.9653,12.118,NaN,0.2662
2015-07-03 14:00:00,6.05,13.6583,NaN,0.2662
2015-07-03 15:00:00,5.9895,12.3589,NaN,0.484
2015-07-03 16:00:00,6.3162,7.9278,NaN,0.2904
2015-07-03 17:00:00,6.2315,10.3295,NaN,0.1452
2015-07-03 18:00:00,7.3205,10.7748,NaN,0.2783
2015-07-03 19:00:00,6.4977,7.5774,NaN,0.2783
2015-07-03 20:00:00,7.1874,13.3371,NaN,0.2541
2015-07-03 21:00:00,6.9454,19.6516,NaN,0.363
2015-07-03 22:00:00,3.9688,10.2784,NaN,0.2904
2015-07-03 23:00:00,3.2307,10.5777,NaN,0.3146
2015-07-04 00:00:00,3.2186,9.0885,NaN,0.3025
2015-07-04 01:00:00,2.8556,6.3948,NaN,0.242
2015-07-04 02:00:00,4.3923,14.9869,NaN,0.242
2015-07-04 03:00:00,3.7389,16.9944,NaN,0.2904
2015-07-04 04:00:00,9.3775,8.249,NaN,0.2662
2015-07-04 05:00:00,6.292,12.9721,NaN,0.2662
2015-07-04 06:00:00,6.1952,20.0312,NaN,0.2178
2015-07-04 07:00:00,3.993,10.1689,NaN,0.2541
2015-07-04 08:00:00,4.1019,14.0817,NaN,0.2299
2015-07-04 09:00:00,NaN,12.2786,NaN,0.1936
2015-07-04 10:00:00,5.8322,9.6287,NaN,0.2178
2015-07-04 11:00:00,2.9887,14.2277,NaN,0.2299
2015-07-04 12:00:00,3.2912,11.5121,NaN,0.2057
2015-07-04 13:00:00,6.4251,10.5996,NaN,0.2904
2015-07-04 14:00:00,5.7838,21.5058,NaN,0.2299
2015-07-04 15:00:00,8.5184,7.4533,NaN,0.3146
2015-07-04 16:00:00,6.3283,10.7894,NaN,0.3025
2015-07-04 17:00:00,9.8252,11.9063,NaN,0.2299
2015-07-04 18:00:00,6.9817,19.1114,NaN,0.2904
2015-07-04 19:00:00,7.4052,15.1694,NaN,0.3388
2015-07-04 20:00:00,5.0215,3.5478,NaN,0.3509
2015-07-04 21:00:00,6.2194,6.6868,NaN,0.363
2015-07-04 22:00:00,2.9161,4.9786,NaN,0.4114
2015-07-04 23:00:00,3.1097,13.0524,NaN,0.3509
2015-07-05 00:00:00,1.9602,9.7309,NaN,0.3872
2015-07-05 01:00:00,2.1054,9.7455,NaN,0.2904
2015-07-05 02:00:00,1.9844,6.4897,NaN,0.2904
2015-07-05 03:00:00,2.4321,10.7237,NaN,0.2904
2015-07-05 04:00:00,6.4251,11.2347,NaN,0.2904
2015-07-05 05:00:00,6.4009,12.2786,NaN,0.2662
2015-07-05 06:00:00,8.9782,6.132,NaN,0.242
2015-07-05 07:00:00,6.413,12.7969,NaN,0.2904
2015-07-05 08:00:00,5.9532,3.1244,NaN,0.2541
2015-07-05 09:00:00,3.6421,3.4602,NaN,0.2904
2015-07-05 10:00:00,2.3837,3.8471,NaN,0.3025
2015-07-05 11:00:00,2.42,3.4821,NaN,0.3146
2015-07-05 12:00:00,2.3353,3.3507,NaN,0.2057
2015-07-05 13:00:00,2.1659,3.3945,NaN,0.1936
2015-07-05 14:00:00,2.5047,3.4018,NaN,0.1815
2015-07-05 15:00:00,5.0336,5.8692,NaN,0.1089
2015-07-05 16:00:00,5.3845,4.4092,NaN,0.1331
2015-07-05 17:00:00,4.2713,5.8765,NaN,0.1452
2015-07-05 18:00:00,3.8115,1.2629,NaN,0.1331
2015-07-05 19:00:00,2.4079,1.4016,NaN,0.0847
2015-07-05 20:00:00,1.9844,1.2629,NaN,0.2057
2015-07-05 21:00:00,1.9723,1.5841,NaN,-0.121
2015-07-05 22:00:00,2.1296,1.4746,NaN,0.2783
2015-07-05 23:00:00,2.2748,1.2702,NaN,0.2662
2015-07-06 00:00:00,2.7588,1.6498,NaN,0.2299
2015-07-06 01:00:00,3.1218,7.2927,NaN,0.2662
2015-07-06 02:00:00,3.3154,7.4095,NaN,0.2299
2015-07-06 03:00:00,3.4243,4.1099,NaN,0.1936
2015-07-06 04:00:00,3.4243,2.9711,NaN,0.2299
2015-07-06 05:00:00,4.1866,3.0733,NaN,0.2299
2015-07-06 06:00:00,3.0976,2.4309,NaN,0.242
2015-07-06 07:00:00,7.3084,2.7521,NaN,0.2178
2015-07-06 08:00:00,9.6921,2.4163,NaN,0.1936
2015-07-06 09:00:00,8.7967,3.1755,NaN,0.2299
2015-07-06 10:00:00,9.5953,3.8763,NaN,0.2178
2015-07-06 11:00:00,10.9505,29.8132,NaN,0.2541
2015-07-06 12:00:00,8.6757,19.491,NaN,0.2057
2015-07-06 13:00:00,8.7483,29.8132,NaN,0.2057
2015-07-06 14:00:00,9.922,26.1997,NaN,0.1815
2015-07-06 15:00:00,8.9782,21.2357,NaN,0.121
2015-07-06 16:00:00,9.4985,3.8252,NaN,0.0726
2015-07-06 17:00:00,9.4501,3.5186,NaN,0.0847
2015-07-06 18:00:00,8.6757,3.3215,NaN,0.1694
2015-07-06 19:00:00,9.3533,2.3506,NaN,0.1936
2015-07-06 20:00:00,10.0914,2.8762,NaN,0.0968
2015-07-06 21:00:00,11.0957,5.1903,NaN,0.1573
2015-07-06 22:00:00,11.5676,3.1974,NaN,0.2057
2015-07-06 23:00:00,11.2167,3.5405,NaN,0.2299
2015-07-07 00:00:00,11.6281,3.358,NaN,0.1694
2015-07-07 01:00:00,10.89,3.3069,NaN,0.1452
2015-07-07 02:00:00,10.0309,2.993,NaN,0.1694
2015-07-07 03:00:00,9.3896,3.3872,NaN,0.1815
2015-07-07 04:00:00,9.3775,3.3288,NaN,0.121
2015-07-07 05:00:00,8.5305,2.3433,NaN,0.0605
2015-07-07 06:00:00,8.2159,3.2485,NaN,0.0242
2015-07-07 07:00:00,7.8892,3.3507,NaN,0.0242
2015-07-07 08:00:00,7.4173,10.4463,NaN,0.0484
2015-07-07 09:00:00,7.6109,3.2485,NaN,0.0242
2015-07-07 10:00:00,10.2366,13.1911,NaN,0.0121
2015-07-07 11:00:00,9.3896,4.1318,NaN,0.0484
2015-07-07 12:00:00,9.4622,3.1609,NaN,0.0363
2015-07-07 13:00:00,9.6074,4.0807,NaN,0
2015-07-07 14:00:00,10.7448,2.8543,NaN,0.0121
2015-07-07 15:00:00,9.0508,4.599,NaN,-0.0242
2015-07-07 16:00:00,9.2565,3.066,NaN,0.242
2015-07-07 17:00:00,11.2772,3.8763,NaN,-0.0242
2015-07-07 18:00:00,10.2608,2.2119,NaN,-0.3993
2015-07-07 19:00:00,9.4017,1.8834,NaN,0.5082
2015-07-07 20:00:00,9.6316,1.5987,NaN,0
2015-07-07 21:00:00,10.1761,1.5549,NaN,1.0285
2015-07-07 22:00:00,11.495,1.4746,NaN,-0.4356
2015-07-07 23:00:00,9.7526,1.533,NaN,-0.0242
2015-07-08 00:00:00,9.801,1.5038,NaN,0.0726
2015-07-08 01:00:00,9.3896,NaN,NaN,0.0242
2015-07-08 02:00:00,9.5832,NaN,NaN,0.0242
2015-07-08 03:00:00,9.1234,NaN,NaN,0.0484
2015-07-08 04:00:00,9.6679,NaN,NaN,0.0968
2015-07-08 05:00:00,8.7967,NaN,NaN,0.0605
2015-07-08 06:00:00,9.4138,NaN,NaN,0.1089
2015-07-08 07:00:00,9.1113,NaN,NaN,0.1089
2015-07-08 08:00:00,7.5867,NaN,NaN,0.121
2015-07-08 09:00:00,7.5262,NaN,NaN,0.1573
2015-07-08 10:00:00,6.5703,NaN,NaN,0.1694
2015-07-08 11:00:00,6.0742,NaN,NaN,0.1694
2015-07-08 12:00:00,5.6144,NaN,NaN,0.1694
2015-07-08 13:00:00,5.8201,NaN,NaN,0.0968
2015-07-08 14:00:00,6.8849,NaN,NaN,0.1573
2015-07-08 15:00:00,7.0422,NaN,NaN,0.121
2015-07-08 16:00:00,6.1468,NaN,NaN,0.1452
2015-07-08 17:00:00,6.3525,NaN,NaN,0.4598
2015-07-08 18:00:00,6.7881,NaN,NaN,0.0605
2015-07-08 19:00:00,6.5945,NaN,NaN,0.1815
2015-07-08 20:00:00,5.1788,NaN,NaN,0.121
2015-07-08 21:00:00,4.6948,NaN,NaN,0.0726
2015-07-08 22:00:00,5.0094,NaN,NaN,0.0968
2015-07-08 23:00:00,5.3361,NaN,NaN,0.0726
2015-07-09 00:00:00,8.4095,2.0586,NaN,0.0605
2015-07-09 01:00:00,6.7034,2.2776,NaN,0.0363
2015-07-09 02:00:00,7.2963,2.8397,NaN,0.0363
2015-07-09 03:00:00,6.6066,12.3516,NaN,0.0363
2015-07-09 04:00:00,7.3689,3.3361,NaN,0.0605
2015-07-09 05:00:00,6.0742,2.2338,NaN,0.0605
2015-07-09 06:00:00,5.7838,1.7228,NaN,0.0605
2015-07-09 07:00:00,5.0941,1.9272,NaN,0.0484
2015-07-09 08:00:00,4.9247,1.9272,NaN,0.0242
2015-07-09 09:00:00,4.9247,1.8542,NaN,0.0605
2015-07-09 10:00:00,4.6222,1.9637,NaN,0.0363
2015-07-09 11:00:00,4.5617,2.2338,NaN,0.0847
2015-07-09 12:00:00,4.3439,1.8469,NaN,0.0605
2015-07-09 13:00:00,4.3923,1.825,NaN,0.0242
2015-07-09 14:00:00,4.2108,1.7228,NaN,0
2015-07-09 15:00:00,4.2229,2.0659,NaN,0.0847
2015-07-09 16:00:00,5.3724,2.19,NaN,0.0242
2015-07-09 17:00:00,4.4407,2.1462,NaN,0.0242
2015-07-09 18:00:00,4.3197,1.971,NaN,0.0121
2015-07-09 19:00:00,3.9083,2.0805,NaN,0.0242
2015-07-09 20:00:00,4.9489,5.8181,NaN,0.0605
2015-07-09 21:00:00,4.3076,4.015,NaN,0.0968
2015-07-09 22:00:00,4.1866,9.8258,NaN,0.0847
2015-07-09 23:00:00,5.5418,2.1024,NaN,0.0605
2015-07-10 00:00:00,5.4692,15.8702,NaN,0.0605
2015-07-10 01:00:00,5.7354,1.9053,NaN,0.0726
2015-07-10 02:00:00,5.0699,2.1535,NaN,0.0605
2015-07-10 03:00:00,4.4407,2.1316,NaN,0.0726
2015-07-10 04:00:00,5.2635,2.1608,NaN,0.0726
2015-07-10 05:00:00,5.9411,1.9345,NaN,0.0363
2015-07-10 06:00:00,5.0941,2.2557,NaN,0.0484
2015-07-10 07:00:00,4.4044,2.1243,NaN,0.0605
2015-07-10 08:00:00,4.3076,2.9492,NaN,0.0726
2015-07-10 09:00:00,4.0293,2.4309,NaN,0.0242
2015-07-10 10:00:00,4.2592,2.6061,NaN,0.0847
2015-07-10 11:00:00,4.0172,2.7813,NaN,0.0242
2015-07-10 12:00:00,3.9204,2.5185,NaN,-0.1694
2015-07-10 13:00:00,4.235,2.9638,NaN,0.0242
2015-07-10 14:00:00,6.7397,2.5915,NaN,0.0605
2015-07-10 15:00:00,4.6222,2.8032,NaN,0.0847
2015-07-10 16:00:00,5.3119,2.7521,NaN,0.0847
2015-07-10 17:00:00,4.4286,2.2265,NaN,0.0847
2015-07-10 18:00:00,4.6101,2.5696,NaN,0.0726
2015-07-10 19:00:00,4.9126,2.4528,NaN,0.0847
2015-07-10 20:00:00,5.2393,2.6645,NaN,0.121
2015-07-10 21:00:00,4.5859,2.7521,NaN,0.0847
2015-07-10 22:00:00,4.9368,2.4528,NaN,0.0605
2015-07-10 23:00:00,4.84,2.9054,NaN,0.0968
2015-07-11 00:00:00,4.7432,2.8543,NaN,0.0847
2015-07-11 01:00:00,4.7311,2.9492,NaN,0.6292
2015-07-11 02:00:00,4.5254,2.2338,NaN,0.1089
2015-07-11 03:00:00,5.0941,2.5258,NaN,0.0847
2015-07-11 04:00:00,5.0699,3.3945,NaN,0.121
2015-07-11 05:00:00,4.5738,3.212,NaN,0.0605
2015-07-11 06:00:00,4.4891,3.1244,NaN,0.0968
2015-07-11 07:00:00,4.1019,2.6207,NaN,0.0605
2015-07-11 08:00:00,4.1745,2.8616,NaN,0.0968
2015-07-11 09:00:00,4.1382,2.6645,NaN,0.0968
2015-07-11 10:00:00,4.1624,2.3433,NaN,0.0726
2015-07-11 11:00:00,3.8841,9.0447,NaN,0.1694
2015-07-11 12:00:00,3.6421,2.4163,NaN,0.1089
2015-07-11 13:00:00,4.1382,2.2192,NaN,-0.121
2015-07-11 14:00:00,3.9325,2.2046,NaN,-0.2904
2015-07-11 15:00:00,3.7752,2.2776,NaN,-0.0242
2015-07-11 16:00:00,3.8841,2.4747,NaN,0.4477
2015-07-11 17:00:00,3.6421,2.2849,NaN,-0.0242
2015-07-11 18:00:00,3.9325,2.3068,NaN,0.121
2015-07-11 19:00:00,3.993,2.5112,NaN,0.0605
2015-07-11 20:00:00,3.993,2.3652,NaN,0.0484
2015-07-11 21:00:00,4.114,6.1247,NaN,0.0484
2015-07-11 22:00:00,4.114,4.2121,NaN,0.1089
2015-07-11 23:00:00,4.3076,9.3732,NaN,0.0121
2015-07-12 00:00:00,4.2955,2.847,NaN,0.0484
2015-07-12 01:00:00,4.1382,2.4528,NaN,0.0847
2015-07-12 02:00:00,4.3802,2.3725,NaN,0.0605
2015-07-12 03:00:00,3.8478,2.4893,NaN,0.0847
2015-07-12 04:00:00,3.8115,2.5112,NaN,0.0363
2015-07-12 05:00:00,4.4649,2.409,NaN,0.0242
2015-07-12 06:00:00,3.9083,2.4017,NaN,0.0726
2015-07-12 07:00:00,3.8599,5.1246,NaN,0.1573
2015-07-12 08:00:00,4.1866,2.9857,NaN,0.0605
2015-07-12 09:00:00,3.7268,4.8545,NaN,0.0605
2015-07-12 10:00:00,3.9809,4.015,NaN,0.3025
2015-07-12 11:00:00,4.1987,4.7377,NaN,0.0847
2015-07-12 12:00:00,3.9446,3.6281,NaN,0.0242
2015-07-12 13:00:00,3.9809,4.2267,NaN,0.0121
2015-07-12 14:00:00,4.2108,3.7887,NaN,0.0484
2015-07-12 15:00:00,3.9446,3.5332,NaN,0.0605
2015-07-12 16:00:00,3.8599,4.0223,NaN,0.121
2015-07-12 17:00:00,4.1624,4.745,NaN,0.7986
2015-07-12 18:00:00,4.0656,2.6572,NaN,0.1331
2015-07-12 19:00:00,4.4528,2.5623,NaN,0.121
2015-07-12 20:00:00,4.4891,22.8271,NaN,-0.0242
2015-07-12 21:00:00,4.5012,29.8132,NaN,0.1331
2015-07-12 22:00:00,4.6464,10.8259,NaN,0.0121
2015-07-12 23:00:00,5.082,2.7813,NaN,0.0484
2015-07-13 00:00:00,4.5254,15.4176,NaN,0.0605
2015-07-13 01:00:00,3.8357,8.6578,NaN,0.2299
2015-07-13 02:00:00,4.3197,3.7303,NaN,0.0726
2015-07-13 03:00:00,4.4165,7.9789,NaN,0.0605
2015-07-13 04:00:00,4.3681,5.5115,NaN,0.0363
2015-07-13 05:00:00,4.0414,2.7083,NaN,0.0847
2015-07-13 06:00:00,4.1503,2.7959,NaN,0.0726
2015-07-13 07:00:00,4.2834,2.6426,NaN,0.0605
2015-07-13 08:00:00,4.1382,3.577,NaN,0.0605
2015-07-13 09:00:00,4.2955,13.1181,NaN,0.0847
2015-07-13 10:00:00,4.4165,13.9941,NaN,0.0363
2015-07-13 11:00:00,4.4528,10.4317,NaN,0.0726
2015-07-13 12:00:00,4.6222,5.2049,NaN,0.0484
2015-07-13 13:00:00,4.2955,18.6223,NaN,0.0968
2015-07-13 14:00:00,4.3681,2.4455,NaN,0.0726
2015-07-13 15:00:00,4.0535,2.7375,NaN,0.0605
2015-07-13 16:00:00,4.2955,2.7156,NaN,1.1979
2015-07-13 17:00:00,4.1382,2.6572,NaN,0.605
2015-07-13 18:00:00,4.3681,2.1608,NaN,-0.0363
2015-07-13 19:00:00,4.1987,5.0443,NaN,0.0121
2015-07-13 20:00:00,3.8236,2.4674,NaN,0.0726
2015-07-13 21:00:00,4.1503,1.9637,NaN,0.0484
2015-07-13 22:00:00,3.3396,2.1827,NaN,0.0968
2015-07-13 23:00:00,3.4969,2.1754,NaN,0.0605
2015-07-14 00:00:00,3.3638,1.9564,NaN,0.0968
2015-07-14 01:00:00,3.1097,2.0659,NaN,0.0726
2015-07-14 02:00:00,2.9887,2.3068,NaN,0.0726
2015-07-14 03:00:00,2.5047,2.4236,NaN,0.0363
2015-07-14 04:00:00,2.42,2.2922,NaN,0.0363
2015-07-14 05:00:00,2.541,3.1536,NaN,0.0605
2015-07-14 06:00:00,2.4684,3.4018,NaN,0.0726
2015-07-14 07:00:00,2.5773,3.869,NaN,0.0726
2015-07-14 08:00:00,2.5531,3.5989,NaN,0.0726
2015-07-14 09:00:00,2.7467,2.701,NaN,0.0484
2015-07-14 10:00:00,2.5168,2.5769,NaN,0.0363
2015-07-14 11:00:00,2.8072,2.7229,NaN,0.0605
2015-07-14 12:00:00,2.7225,2.2338,NaN,0.0484
2015-07-14 13:00:00,2.6257,2.3506,NaN,0.0484
2015-07-14 14:00:00,2.5289,2.4528,NaN,0.0121
2015-07-14 15:00:00,2.4321,2.3433,NaN,0.0484
2015-07-14 16:00:00,2.5168,2.1535,NaN,0.4477
2015-07-14 17:00:00,2.1659,2.2922,NaN,0.2662
2015-07-14 18:00:00,1.7908,2.117,NaN,0.0484
2015-07-14 19:00:00,1.7787,1.9491,NaN,0.0363
2015-07-14 20:00:00,1.7061,1.9637,NaN,0.2057
2015-07-14 21:00:00,2.0328,1.8104,NaN,0.1936
2015-07-14 22:00:00,2.0691,2.117,NaN,0.0847
2015-07-14 23:00:00,2.0691,2.044,NaN,0.0847
2015-07-15 00:00:00,2.178,2.3725,NaN,0.0242
2015-07-15 01:00:00,1.9844,2.3652,NaN,0.4719
2015-07-15 02:00:00,2.1901,2.4309,NaN,0.0605
2015-07-15 03:00:00,1.9723,2.9711,NaN,0.0363
2015-07-15 04:00:00,1.7303,2.5331,NaN,0.0363
2015-07-15 05:00:00,1.936,2.2557,NaN,0.0726
2015-07-15 06:00:00,1.8997,2.3506,NaN,0.0605
2015-07-15 07:00:00,1.9118,2.4163,NaN,0.0121
2015-07-15 08:00:00,2.0086,2.263,NaN,0.0363
2015-07-15 09:00:00,2.2748,2.3141,NaN,0.0242
2015-07-15 10:00:00,2.1054,2.3214,NaN,0.0605
2015-07-15 11:00:00,2.0812,2.19,NaN,0.0605
2015-07-15 12:00:00,2.0086,2.1462,NaN,0.0484
2015-07-15 13:00:00,2.1901,2.1827,NaN,0
2015-07-15 14:00:00,1.7303,2.3214,NaN,0.0363
2015-07-15 15:00:00,1.815,2.2557,NaN,0.0242
2015-07-15 16:00:00,1.9239,2.0586,NaN,0.0121
2015-07-15 17:00:00,1.815,1.9564,NaN,0.0484
2015-07-15 18:00:00,1.7908,2.0002,NaN,0
2015-07-15 19:00:00,1.7666,2.0659,NaN,0.0605
2015-07-15 20:00:00,2.3111,2.1389,NaN,0.0484
2015-07-15 21:00:00,2.1296,2.1316,NaN,0.2783
2015-07-15 22:00:00,2.4321,2.1608,NaN,0.0726
2015-07-15 23:00:00,2.057,2.3433,NaN,0.0726
2015-07-16 00:00:00,2.1659,2.2192,NaN,0.0484
2015-07-16 01:00:00,2.299,2.2776,NaN,0.0242
2015-07-16 02:00:00,2.8919,2.1973,NaN,0.0484
2015-07-16 03:00:00,2.7225,2.628,NaN,0.0726
2015-07-16 04:00:00,3.3396,2.5842,NaN,0.0121
2015-07-16 05:00:00,2.9161,2.8397,NaN,0.0484
2015-07-16 06:00:00,3.0613,2.9711,NaN,0.0605
2015-07-16 07:00:00,2.6257,2.6572,NaN,0.0484
2015-07-16 08:00:00,3.0976,2.3871,NaN,0.0605
2015-07-16 09:00:00,3.2791,2.4455,NaN,0.0726
2015-07-16 10:00:00,3.5453,2.3798,NaN,0.0968
2015-07-16 11:00:00,3.8236,2.3141,NaN,0.0726
2015-07-16 12:00:00,3.8962,2.1389,NaN,0.1089
2015-07-16 13:00:00,4.0051,2.3506,NaN,0.0847
2015-07-16 14:00:00,4.1261,2.7302,NaN,-0.4477
2015-07-16 15:00:00,4.9852,2.4528,NaN,-0.0242
2015-07-16 16:00:00,4.0172,2.336,NaN,0.7018
2015-07-16 17:00:00,3.8962,2.5477,NaN,2.1296
2015-07-16 18:00:00,4.0656,2.4163,NaN,-0.5566
2015-07-16 19:00:00,4.2955,2.3433,NaN,0.0726
2015-07-16 20:00:00,5.1183,2.1097,NaN,0.0363
2015-07-16 21:00:00,5.5055,2.3725,NaN,0.0242
2015-07-16 22:00:00,5.1909,2.2922,NaN,0.0726
2015-07-16 23:00:00,4.2592,2.5331,NaN,0.0363
2015-07-17 00:00:00,5.4329,2.6353,NaN,0.0726
2015-07-17 01:00:00,5.4692,2.7813,NaN,0.0484
2015-07-17 02:00:00,4.84,2.5769,NaN,0.0605
2015-07-17 03:00:00,4.961,2.336,NaN,0.0605
2015-07-17 04:00:00,4.961,2.4455,NaN,0.0605
2015-07-17 05:00:00,4.8763,2.1827,NaN,0.0847
2015-07-17 06:00:00,5.1667,2.2119,NaN,0.0605
2015-07-17 07:00:00,5.1667,2.2411,NaN,0.0726
2015-07-17 08:00:00,4.8037,2.1973,NaN,0.0605
2015-07-17 09:00:00,4.6222,3.0879,NaN,0.0605
2015-07-17 10:00:00,NaN,2.8689,NaN,0.0605
2015-07-17 11:00:00,4.114,2.847,NaN,0.1815
2015-07-17 12:00:00,2.7346,2.6572,NaN,-0.3509
2015-07-17 13:00:00,5.3845,2.5477,NaN,0
2015-07-17 14:00:00,8.3732,2.5915,NaN,1.6335
2015-07-17 15:00:00,6.0742,2.5331,NaN,0.5808
2015-07-17 16:00:00,6.2194,2.7594,NaN,0.4719
2015-07-17 17:00:00,6.413,2.5769,NaN,0.0605
2015-07-17 18:00:00,5.6507,2.8397,NaN,0.0242
2015-07-17 19:00:00,4.5617,2.8032,NaN,-0.0121
